Date,User,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
2025-10-30T07:49:02.029Z,demo-user@example.com,,,Included,claude-4.5-sonnet,No,679,128,11548,1252,13607,0.03
2025-10-30T07:45:59.529Z,demo-user@example.com,,,Included,claude-4.5-sonnet,No,4704,6,15822,806,21338,0.04
2025-10-30T07:44:46.946Z,demo-user@example.com,,,Included,claude-4.5-sonnet,No,703,1,11405,587,12696,0.02
2025-10-30T07:43:45.212Z,demo-user@example.com,,,Included,claude-4.5-sonnet,No,6691,9,39455,752,46907,0.06
2025-10-30T06:44:08.417Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,1631,47616,4749,53996,0.02
2025-10-30T06:40:27.767Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,5829,94208,5312,105349,0.03
2025-10-30T06:30:07.011Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,38521,60416,5358,104295,0.03
2025-10-30T06:25:29.629Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,56958,215936,4739,277633,0.08
2025-10-29T17:43:33.726Z,demo-user@example.com,,,Included,auto,No,6236,0,230420,1981,238637,0.08
2025-10-29T17:39:14.578Z,demo-user@example.com,,,Included,auto,No,12074,0,76466,2245,90785,0.05
2025-10-29T17:26:40.009Z,demo-user@example.com,,,Included,auto,No,11598,0,214544,2985,229127,0.09
2025-10-29T17:22:21.225Z,demo-user@example.com,,,"Errored, No Charge",auto,No,15700,0,170326,4575,190601,-
2025-10-29T16:01:37.615Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,28259,388480,4745,421484,0.11
2025-10-29T16:00:16.666Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,133154,440960,4011,578125,0.15
2025-10-29T15:59:41.104Z,demo-user@example.com,,,Included,kimi-k2-instruct,No,287324,0,0,392,287716,0.07
2025-10-29T15:59:16.714Z,demo-user@example.com,,,Included,kimi-k2-instruct,No,344021,0,0,262,344283,0.09
2025-10-29T15:58:50.460Z,demo-user@example.com,,,Included,kimi-k2-instruct,No,465144,0,0,294,465438,0.12
2025-10-29T15:51:13.806Z,demo-user@example.com,,,Included,kimi-k2-instruct,No,1088883,21981,0,7586,1118450,0.40
2025-10-29T15:51:03.894Z,demo-user@example.com,,,Included,kimi-k2-instruct,No,170749,0,0,128,170877,0.04
2025-10-29T15:50:05.301Z,demo-user@example.com,,,Included,kimi-k2-instruct,No,170749,0,0,111,170860,0.04
2025-10-29T15:48:59.877Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,48774,172480,466,221720,0.01
2025-10-29T15:46:35.818Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,155555,261376,6376,423307,0.05
2025-10-29T15:34:58.913Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,61389,81472,4083,146944,0.02
2025-10-29T15:33:22.499Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,133687,271808,1815,407310,0.03
2025-10-29T15:29:23.811Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,31358,36352,383,68093,0.01
2025-10-29T15:28:02.703Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,27314,37440,285,65039,0.01
2025-10-29T15:26:33.074Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,63880,55168,3693,122741,0.02
2025-10-29T15:24:37.718Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,6888,96640,3101,106629,0.03
2025-10-29T15:22:27.491Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,12967,100480,8857,122304,0.04
2025-10-29T15:17:10.321Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,21989,23552,3681,49222,0.01
2025-10-29T15:12:31.018Z,demo-user@example.com,,,Included,auto,No,3766,0,23619,649,28034,0.01
2025-10-29T15:00:46.874Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,46048,0,4478,50526,0.02
2025-10-29T14:52:29.572Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,44875,0,4245,49120,0.02
2025-10-29T14:40:24.691Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,70305,13824,4987,89116,0.03
2025-10-29T14:27:18.623Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,30983,209792,8626,249401,0.07
2025-10-29T14:25:41.545Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,12772,0,3445,16217,0.01
2025-10-29T13:59:03.265Z,demo-user@example.com,,,Included,auto,No,4238,0,13961,638,18837,0.01
2025-10-29T08:31:15.691Z,demo-user@example.com,,,Included,auto,No,0,8958,95936,5354,110248,0.07
2025-10-29T05:06:13.013Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,4728,11776,3452,19956,0.01
2025-10-29T04:59:57.150Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,1017,5888,546,7451,0.002
2025-10-29T04:51:03.929Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,285,3200,646,4131,0.001
2025-10-29T04:48:35.720Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,282,3200,1279,4761,0.002
2025-10-29T04:42:23.341Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,14468,0,2409,16877,0.01
2025-10-28T18:02:13.174Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,3817,10752,3681,18250,0.01
2025-10-28T17:57:05.234Z,demo-user@example.com,,,Included,auto,No,0,5526,43072,1123,49721,0.02
2025-10-28T17:45:42.861Z,demo-user@example.com,,,Included,auto,No,0,4424,7104,244,11772,0.01
2025-10-28T13:25:01.819Z,demo-user@example.com,,,Included,auto,No,0,10537,127776,1924,140237,0.06
2025-10-28T13:24:00.138Z,demo-user@example.com,,,Included,auto,No,0,7744,47712,679,56135,0.03
2025-10-28T12:34:44.380Z,demo-user@example.com,,,Included,auto,No,0,3095,16640,211,19946,0.01
2025-10-28T12:34:28.088Z,demo-user@example.com,,,Included,auto,No,0,1976,0,619,2595,0.01
2025-10-28T11:47:37.769Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,5470,10752,4552,20774,0.01
2025-10-28T11:46:33.120Z,demo-user@example.com,,,Included,deepseek-r1-0528,No,0,0,0,0,0,0.00
2025-10-28T08:57:17.899Z,demo-user@example.com,,,Included,deepseek-r1-0528,No,0,0,0,0,0,0.00
2025-10-28T08:46:38.799Z,demo-user@example.com,,,Included,deepseek-r1-0528,No,0,0,0,0,0,0.00
2025-10-28T08:41:24.120Z,demo-user@example.com,,,Included,deepseek-r1-0528,No,0,0,0,0,0,0.00
2025-10-28T08:39:42.896Z,demo-user@example.com,,,Included,deepseek-r1-0528,No,0,0,0,0,0,0.00
2025-10-28T08:38:19.351Z,demo-user@example.com,,,Included,deepseek-r1-0528,No,0,0,0,0,0,0.00
2025-10-28T08:36:14.936Z,demo-user@example.com,,,Included,deepseek-r1-0528,No,0,0,0,0,0,0.00
2025-10-28T08:34:29.972Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,5218,7744,389,13351,0.002
2025-10-28T08:34:05.617Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,6995,5440,181,12616,0.002
2025-10-28T08:27:28.660Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,3699,139584,812,144095,0.005
2025-10-28T07:25:53.333Z,demo-user@example.com,,,Included,auto,No,0,11972,23968,1487,37427,0.03
2025-10-28T07:22:09.208Z,demo-user@example.com,,,Included,auto,No,0,6036,83200,1504,90740,0.04
2025-10-28T07:21:11.719Z,demo-user@example.com,,,Included,auto,No,0,7889,26848,534,35271,0.02
2025-10-28T07:20:01.432Z,demo-user@example.com,,,Included,auto,No,0,8598,38016,403,47017,0.02
2025-10-28T07:18:50.333Z,demo-user@example.com,,,Included,auto,No,0,11256,76256,833,88345,0.04
2025-10-28T07:15:53.009Z,demo-user@example.com,,,Included,auto,No,0,15007,43680,907,59594,0.04
2025-10-28T07:13:14.273Z,demo-user@example.com,,,Included,auto,No,0,7130,26048,646,33824,0.02
2025-10-28T07:13:01.669Z,demo-user@example.com,,,"Errored, No Charge",auto,No,0,0,0,0,0,-
2025-10-28T07:11:06.380Z,demo-user@example.com,,,Included,auto,No,0,5767,21376,343,27486,0.01
2025-10-28T06:57:45.295Z,demo-user@example.com,,,Included,auto,No,0,4275,62976,261,67512,0.02
2025-10-28T06:57:11.043Z,demo-user@example.com,,,Included,auto,No,0,14680,26112,265,41057,0.03
2025-10-28T06:54:35.759Z,demo-user@example.com,,,Included,auto,No,0,11091,42912,1011,55014,0.03
2025-10-27T18:59:27.073Z,demo-user@example.com,,,Included,auto,No,15265,0,66304,2295,83864,0.05
2025-10-27T18:54:32.165Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,0,0,0,0,0.00
2025-10-27T18:38:14.260Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,3497,43584,1084,48165,0.003
2025-10-27T18:30:02.423Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,1927,74880,1145,77952,0.004
2025-10-27T18:29:01.762Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,6839,105856,1442,114137,0.01
2025-10-27T18:02:44.003Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,35357,115968,1156,152481,0.01
2025-10-27T17:17:35.165Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,10568,177792,784,189144,0.01
2025-10-27T17:14:09.746Z,demo-user@example.com,,,Included,auto,No,19063,0,19200,1710,39973,0.04
2025-10-27T17:09:48.207Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,8924,270976,3197,283097,0.01
2025-10-27T16:52:42.171Z,demo-user@example.com,,,Included,auto,No,3742,0,54528,646,58916,0.02
2025-10-27T16:48:55.826Z,demo-user@example.com,,,Included,auto,No,21715,0,87040,1311,110066,0.06
2025-10-27T15:35:05.284Z,demo-user@example.com,,,Included,deepseek-v3.1,No,48678,0,0,1079,49757,0.01
2025-10-27T14:42:38.642Z,demo-user@example.com,,,Included,deepseek-v3.1,No,42413,0,0,940,43353,0.01
2025-10-27T14:40:05.571Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,2259,50368,158,52785,0.002
2025-10-27T14:37:56.531Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,14586,67392,1509,83487,0.01
2025-10-27T14:37:36.671Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,3083,8064,44,11191,0.001
2025-10-27T14:31:49.332Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,21506,132096,1492,155094,0.01
2025-10-27T14:30:02.352Z,demo-user@example.com,,,Included,grok-code-fast-1,No,0,60318,93248,838,154404,0.02
2025-10-27T14:25:47.508Z,demo-user@example.com,,,Included,kimi-k2-instruct,No,31634,0,0,341,31975,0.01
2025-10-27T14:23:52.933Z,demo-user@example.com,,,Included,kimi-k2-instruct,No,36593,0,0,1148,37741,0.01
2025-10-27T14:20:52.778Z,demo-user@example.com,,,Included,deepseek-v3.1,No,47803,0,0,5434,53237,0.02
2025-10-27T14:16:01.635Z,demo-user@example.com,,,Included,deepseek-v3.1,No,56843,0,0,10396,67239,0.03
2025-10-27T14:10:23.616Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,45583,210688,5454,261725,0.07
2025-10-27T14:08:12.094Z,demo-user@example.com,,,Included,gpt-5-nano,No,0,82734,110080,5063,197877,0.06
2025-10-27T14:05:41.239Z,demo-user@example.com,,,Included,auto,No,24724,0,141312,1234,167270,0.07
2025-10-27T14:02:56.946Z,demo-user@example.com,,,Included,deepseek-v3.1,No,40142,0,0,851,40993,0.01
2025-10-27T13:50:12.655Z,demo-user@example.com,,,"Errored, No Charge",code-supernova-1-million,No,0,0,0,0,0,-
2025-10-27T13:48:06.543Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,27866,762841,7222,797929,0.00
2025-10-27T11:31:24.308Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,1925,59472,1606,63003,0.00
2025-10-27T11:30:26.126Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,91,28189,648,28928,0.00
2025-10-27T11:29:25.855Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,18604,35702,414,54720,0.00
2025-10-27T11:13:21.102Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,14124,348725,1780,364629,0.00
2025-10-24T12:49:57.887Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,4198,32315,380,36893,0.00
2025-10-24T11:40:36.786Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,41546,613221,1265,656032,0.00
2025-10-24T11:38:18.179Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,6325,127955,946,135226,0.002
2025-10-24T11:30:07.107Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,8143,178554,809,187506,0.00
2025-10-23T14:25:53.568Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,23675,400495,4478,428648,0.01
2025-10-23T14:17:41.863Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,5752,86598,588,92938,0.00
2025-10-23T13:25:12.831Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,8403,177533,3211,189147,0.01
2025-10-23T10:58:08.040Z,demo-user@example.com,,,Included,auto,No,3134,0,70656,432,74222,0.02
2025-10-23T10:54:46.433Z,demo-user@example.com,,,Included,auto,No,5113,0,28672,472,34257,0.02
2025-10-23T10:51:40.173Z,demo-user@example.com,,,Included,auto,No,7268,0,78848,1469,87585,0.04
2025-10-23T10:50:02.941Z,demo-user@example.com,,,Included,auto,No,5410,0,87040,1270,93720,0.04
2025-10-23T10:49:01.977Z,demo-user@example.com,,,Included,auto,No,4449,0,28672,437,33558,0.02
2025-10-23T10:48:57.361Z,demo-user@example.com,,,Included,auto,No,951,0,7680,54,8685,0.003
2025-10-23T10:46:13.261Z,demo-user@example.com,,,Included,auto,No,42576,0,840704,5589,888869,0.30
2025-10-23T10:12:29.380Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,14604,184304,769,199677,0.00
2025-10-23T10:10:15.437Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,5829,214298,761,220888,0.00
2025-10-23T09:54:46.211Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,19722,35760,479,55961,0.00
2025-10-23T09:53:39.565Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,17035,388174,923,406132,0.00
2025-10-22T16:07:28.000Z,demo-user@example.com,,,Included,auto,No,34431,0,629702,11826,675959,0.27
2025-10-22T15:44:10.015Z,demo-user@example.com,,,Included,auto,No,39894,0,365939,3374,409207,0.16
2025-10-22T15:19:04.707Z,demo-user@example.com,,,Included,auto,No,24139,0,425132,4342,453613,0.16
2025-10-22T15:16:41.014Z,demo-user@example.com,,,Included,auto,No,502,0,157538,223,158263,0.04
2025-10-22T15:12:40.553Z,demo-user@example.com,,,Included,auto,No,45203,0,324970,905,371078,0.14
2025-10-22T14:48:42.501Z,demo-user@example.com,,,Included,auto,No,4712,0,57336,1917,63965,0.03
2025-10-22T14:47:23.963Z,demo-user@example.com,,,Included,auto,No,3187,0,96330,862,100379,0.03
2025-10-22T14:46:48.975Z,demo-user@example.com,,,Included,auto,No,7612,0,63905,489,72006,0.03
2025-10-22T14:17:03.146Z,demo-user@example.com,,,Included,auto,No,6666,0,52515,3204,62385,0.04
2025-10-22T13:53:14.339Z,demo-user@example.com,,,Included,auto,No,4962,0,468728,2099,475789,0.14
2025-10-22T13:49:59.298Z,demo-user@example.com,,,Included,auto,No,32658,0,411605,2326,446589,0.16
2025-10-22T09:46:10.774Z,demo-user@example.com,,,Included,auto,No,44672,971,255516,1895,303054,0.13
2025-10-22T09:27:26.754Z,demo-user@example.com,,,Included,auto,No,4400,0,181006,1991,187397,0.06
2025-10-22T09:26:12.325Z,demo-user@example.com,,,Included,auto,No,7775,0,79016,871,87662,0.03
2025-10-22T09:19:46.944Z,demo-user@example.com,,,Included,auto,No,1223,0,82108,225,83556,0.02
2025-10-22T09:18:05.960Z,demo-user@example.com,,,Included,auto,No,10345,0,537118,3303,550766,0.17
2025-10-22T09:12:51.995Z,demo-user@example.com,,,Included,auto,No,4855,0,258414,4126,267395,0.10
2025-10-22T09:11:23.841Z,demo-user@example.com,,,Included,auto,No,16457,5597,174362,4056,200472,0.10
2025-10-22T07:52:22.324Z,demo-user@example.com,,,Included,auto,No,2100,0,7165,673,9938,0.01
2025-10-22T06:42:51.803Z,demo-user@example.com,,,Included,auto,No,15467,4005,424152,4490,448114,0.16
2025-10-22T06:40:17.815Z,demo-user@example.com,,,Included,auto,No,15022,0,111061,1674,127757,0.06
2025-10-22T06:37:32.501Z,demo-user@example.com,,,Included,auto,No,18623,0,72950,265,91838,0.04
2025-10-21T22:51:05.247Z,demo-user@example.com,,,Included,auto,No,18729,0,62464,944,82137,0.04
2025-10-21T22:37:32.580Z,demo-user@example.com,,,Included,auto,No,26268,0,518400,2639,547307,0.18
2025-10-21T22:22:09.810Z,demo-user@example.com,,,Included,auto,No,6772,0,597248,2954,606974,0.18
2025-10-21T22:14:29.464Z,demo-user@example.com,,,Included,auto,No,7219,0,969216,1386,977821,0.26
2025-10-21T22:11:37.118Z,demo-user@example.com,,,Included,auto,No,5480,0,370176,2469,378125,0.11
2025-10-21T22:08:14.029Z,demo-user@example.com,,,Included,auto,No,66036,0,146944,2042,215022,0.13
2025-10-21T22:02:12.540Z,demo-user@example.com,,,Included,auto,No,5563,0,252160,2564,260287,0.09
2025-10-21T21:58:47.789Z,demo-user@example.com,,,Included,auto,No,4265,0,176640,1817,182722,0.06
2025-10-21T21:53:18.984Z,demo-user@example.com,,,Included,auto,No,2227,0,169472,786,172485,0.05
2025-10-21T21:45:11.719Z,demo-user@example.com,,,Included,auto,No,3084,19680,224512,1291,248567,0.09
2025-10-21T21:45:00.171Z,demo-user@example.com,,,"Errored, No Charge",auto,No,0,0,0,0,0,-
2025-10-21T21:36:45.694Z,demo-user@example.com,,,Included,auto,No,4704,0,371200,1313,377217,0.11
2025-10-21T21:32:06.785Z,demo-user@example.com,,,Included,auto,No,6211,0,437504,2191,445906,0.13
2025-10-21T21:27:12.218Z,demo-user@example.com,,,Included,auto,No,4180,0,273664,621,278465,0.08
2025-10-21T21:22:13.903Z,demo-user@example.com,,,Included,auto,No,7996,0,485888,2695,496579,0.15
2025-10-21T21:16:05.006Z,demo-user@example.com,,,Included,auto,No,5951,0,238336,1830,246117,0.08
2025-10-21T21:12:42.969Z,demo-user@example.com,,,Included,auto,No,1436,0,61696,428,63560,0.02
2025-10-21T21:07:02.901Z,demo-user@example.com,,,Included,auto,No,26186,0,499968,4979,531133,0.19
2025-10-21T20:55:23.699Z,demo-user@example.com,,,Included,auto,No,17928,0,190720,1413,210061,0.08
2025-10-21T20:07:05.310Z,demo-user@example.com,,,Included,auto,No,24890,0,180736,5682,211308,0.11
2025-10-21T20:01:41.329Z,demo-user@example.com,,,Included,auto,No,23188,0,260096,4323,287607,0.12
2025-10-21T19:55:51.941Z,demo-user@example.com,,,Included,auto,No,25529,0,182272,6800,214601,0.12
2025-10-21T19:52:13.159Z,demo-user@example.com,,,Included,auto,No,25732,0,663808,3646,693186,0.22
2025-10-21T19:49:47.213Z,demo-user@example.com,,,Included,auto,No,13859,0,347904,3426,365189,0.12
2025-10-21T19:48:35.369Z,demo-user@example.com,,,Included,auto,No,12530,2494,129536,3453,148013,0.07
2025-10-21T19:30:34.060Z,demo-user@example.com,,,Included,auto,No,15227,0,152832,1954,170013,0.07
2025-10-21T19:22:49.018Z,demo-user@example.com,,,Included,auto,No,7147,0,351232,2026,360405,0.11
2025-10-21T19:20:48.631Z,demo-user@example.com,,,Included,auto,No,17635,0,297728,2149,317512,0.11
2025-10-21T19:00:55.723Z,demo-user@example.com,,,Included,auto,No,15028,0,181760,1906,198694,0.08
2025-10-21T18:43:10.523Z,demo-user@example.com,,,Included,auto,No,41053,0,698112,3840,743005,0.25
2025-10-21T18:36:01.275Z,demo-user@example.com,,,Included,auto,No,6369,0,327168,1742,335279,0.10
2025-10-21T18:31:35.841Z,demo-user@example.com,,,Included,auto,No,7728,0,410880,1591,420199,0.12
2025-10-21T18:29:58.675Z,demo-user@example.com,,,Included,auto,No,17256,0,166144,1200,184600,0.07
2025-10-21T18:26:58.094Z,demo-user@example.com,,,Included,auto,No,18707,0,264960,2499,286166,0.10
2025-10-21T18:23:13.097Z,demo-user@example.com,,,Included,auto,No,30412,0,284416,3577,318405,0.13
2025-10-21T18:19:42.971Z,demo-user@example.com,,,Included,auto,No,20490,0,197376,3198,221064,0.09
2025-10-21T18:18:29.068Z,demo-user@example.com,,,Included,auto,No,10198,41731,104448,5831,162208,0.13
2025-10-21T18:03:15.288Z,demo-user@example.com,,,Included,auto,No,9257,0,297472,2758,309487,0.10
2025-10-21T18:01:15.847Z,demo-user@example.com,,,Included,auto,No,15505,0,335360,2322,353187,0.12
2025-10-21T18:00:44.712Z,demo-user@example.com,,,Included,auto,No,10239,0,47872,337,58448,0.03
2025-10-21T14:36:33.183Z,demo-user@example.com,,,Included,auto,No,3340,0,141824,1165,146329,0.05
2025-10-21T14:35:58.443Z,demo-user@example.com,,,Included,auto,No,3194,0,68352,2782,74328,0.04
2025-10-21T14:35:10.704Z,demo-user@example.com,,,Included,auto,No,10290,0,80384,3939,94613,0.06
2025-10-21T14:23:25.315Z,demo-user@example.com,,,Included,auto,No,2436,0,89088,242,91766,0.03
2025-10-21T14:10:02.597Z,demo-user@example.com,,,Included,auto,No,10161,0,221184,6702,238047,0.11
2025-10-21T14:09:22.912Z,demo-user@example.com,,,Included,auto,No,4881,0,126720,1203,132804,0.04
2025-10-21T13:54:57.375Z,demo-user@example.com,,,Included,auto,No,23823,0,181504,7133,212460,0.12
2025-10-21T13:08:01.426Z,demo-user@example.com,,,Included,auto,No,6603,0,241920,3016,251539,0.09
2025-10-21T12:59:25.572Z,demo-user@example.com,,,Included,auto,No,9213,0,121088,3878,134179,0.07
2025-10-21T12:56:24.975Z,demo-user@example.com,,,Included,auto,No,5848,0,977664,2983,986495,0.27
2025-10-21T12:53:22.877Z,demo-user@example.com,,,Included,auto,No,75710,0,1573888,4660,1654258,0.52
2025-10-21T11:03:55.639Z,demo-user@example.com,,,Included,auto,No,3520,0,25600,502,29622,0.01
2025-10-21T09:56:43.771Z,demo-user@example.com,,,Included,auto,No,64867,0,1241344,8813,1315024,0.44
2025-10-21T09:50:13.898Z,demo-user@example.com,,,Included,auto,No,12777,0,413440,6241,432458,0.16
2025-10-21T09:23:54.504Z,demo-user@example.com,,,Included,auto,No,37607,0,662272,18813,718692,0.33
2025-10-21T07:51:22.579Z,demo-user@example.com,,,Included,auto,No,1320,5085,18688,1136,26229,0.02
2025-10-21T07:49:36.715Z,demo-user@example.com,,,Included,auto,No,550,0,18176,188,18914,0.01
2025-10-21T07:47:29.306Z,demo-user@example.com,,,Included,auto,No,11789,0,61952,1321,75062,0.04
2025-10-21T07:36:03.876Z,demo-user@example.com,,,Included,auto,No,8018,0,61916,2444,72378,0.04
2025-10-21T07:01:38.115Z,demo-user@example.com,,,Included,auto,No,10339,0,45799,365,56503,0.03
2025-10-21T07:00:44.282Z,demo-user@example.com,,,Included,auto,No,10165,0,28082,192,38439,0.02
2025-10-17T14:37:46.731Z,demo-user@example.com,,,Included,auto,No,8577,0,29315,1990,39882,0.03
2025-10-17T14:20:09.284Z,demo-user@example.com,,,Included,auto,No,6519,0,27991,1350,35860,0.02
2025-10-17T14:17:18.425Z,demo-user@example.com,,,Included,auto,No,1125,0,40728,585,42438,0.02
2025-10-17T14:16:43.665Z,demo-user@example.com,,,Included,auto,No,1822,0,37312,620,39754,0.02
2025-10-17T14:15:41.551Z,demo-user@example.com,,,Included,auto,No,11256,0,23764,1129,36149,0.03
2025-10-17T14:03:13.724Z,demo-user@example.com,,,Included,auto,No,8947,0,72008,2136,83091,0.04
2025-10-17T13:52:02.660Z,demo-user@example.com,,,Included,auto,No,837,0,4108,415,5360,0.005
2025-10-17T13:47:50.544Z,demo-user@example.com,,,Included,auto,No,785,0,3324,500,4609,0.005
2025-10-17T13:42:23.978Z,demo-user@example.com,,,Included,auto,No,39222,0,656119,4401,699742,0.24
2025-10-17T13:26:25.614Z,demo-user@example.com,,,Included,auto,No,6259,0,369756,3084,379099,0.12
2025-10-17T13:23:59.352Z,demo-user@example.com,,,Included,auto,No,20646,0,651254,5274,677174,0.22
2025-10-17T13:03:28.930Z,demo-user@example.com,,,Included,auto,No,16565,0,81801,1617,99983,0.05
2025-10-17T13:00:33.472Z,demo-user@example.com,,,Included,auto,No,6715,0,377289,1987,385991,0.11
2025-10-17T12:59:05.700Z,demo-user@example.com,,,Included,auto,No,2242,0,59135,149,61526,0.02
2025-10-17T12:56:05.152Z,demo-user@example.com,,,Included,auto,No,12292,0,255954,2949,271195,0.10
2025-10-17T12:26:47.994Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,9478,122045,2619,134142,0.00
2025-10-17T12:08:46.764Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,14460,589584,8162,612206,0.00
2025-10-17T08:52:47.221Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,24216,431092,2093,457401,0.00
2025-10-17T07:05:42.937Z,demo-user@example.com,,,Included,auto,No,8372,0,131409,3093,142874,0.06
2025-10-17T07:00:43.303Z,demo-user@example.com,,,Included,auto,No,2247,0,14240,570,17057,0.01
2025-10-17T06:55:07.956Z,demo-user@example.com,,,Included,auto,No,8410,0,3338,546,12294,0.01
2025-10-17T06:46:47.308Z,demo-user@example.com,,,Included,auto,No,9601,5164,19274,2858,36897,0.04
2025-10-17T06:28:43.154Z,demo-user@example.com,,,Included,auto,No,2583,2110,15364,2066,22123,0.02
2025-10-17T06:27:31.767Z,demo-user@example.com,,,Included,auto,No,936,72,3324,552,4884,0.01
2025-10-16T09:18:14.787Z,demo-user@example.com,,,Included,auto,No,3254,496,81988,2005,87743,0.04
2025-10-15T19:56:55.140Z,demo-user@example.com,,,Included,auto,No,8049,1471,55971,2058,67549,0.04
2025-10-15T19:27:37.498Z,demo-user@example.com,,,Included,auto,No,4465,960,121513,2249,129187,0.05
2025-10-15T19:24:46.014Z,demo-user@example.com,,,Included,auto,No,11489,0,385538,3866,400893,0.13
2025-10-15T19:21:58.475Z,demo-user@example.com,,,Included,auto,No,3977,2840,7123,1130,15070,0.02
2025-10-15T19:20:38.482Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,122764,855314,4487,982565,0.00
2025-10-15T19:17:31.711Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,104,117412,426,117942,0.00
2025-10-15T19:16:24.519Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,115321,1231,475,117027,0.00
2025-10-15T19:13:59.414Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,107780,8002,199,115981,0.00
2025-10-15T18:02:21.935Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,5350,99351,800,105501,0.00
2025-10-15T14:55:16.010Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,2331,4769,1456,8556,0.00
2025-10-15T14:47:16.728Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,127538,669972,3891,801401,0.00
2025-10-15T14:29:24.092Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,24317,29721,324,54362,0.00
2025-10-15T13:59:18.241Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,8398,133143,3397,144938,0.00
2025-10-15T13:58:42.248Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,7135,85857,698,93690,0.00
2025-10-15T13:57:34.036Z,demo-user@example.com,,,Included,code-supernova-1-million,No,0,16080,98417,1326,115823,0.00
